airlineCode	flightCourse	seatClass	price	flightType	goStartDate	goExpirationDate	goDepartureAirport	goArrivalAirport	goFlightNoInclude	goFlightNoExclude	goFlightCycle	priceLevel	smallestAdvancingDay	biggestAdvancingDay	earliestIssueTicketDate	latestIssueTicketDate	modifyTime	param1	Createdate
MU	XIY-INC	T	320	0	2016/7/28	2016/8/18	XIY	INC	2389-2389/2393-2393/2302-2302/2957-2957/2239-2239		"1,2,3,4,5,6,7"	TPRO	0	365	2016/7/28	2016/8/18	21:53.3	0000/2359	22:15.3
MU	TYN-DAT	T	100	0	2016/7/27	2016/8/15	TYN	DAT			"1,2,3,4,5,6,7"	TPRO	0	365	2016/7/28	2016/8/15	21:53.3	0000/2359	22:15.3
MU	XIY-PEK	T	730	0	2016/7/16	2016/8/14	XIY	PEK	2105-2105/2113-2113/2119-2119/2103-2103/2101-2101/2115-2115/2111-2111/2109-2109/2107-2107		"1,2,3,4,5,6,7"	TPRO	0	365	2016/7/28	2016/8/14	21:53.3	0000/2359	22:15.3
MU	XIY-PEK	T	730	0	2016/7/21	2016/8/14	XIY	PEK	2117-2117		"1,2,3,4,5,6,7"	TPRO	0	365	2016/7/28	2016/8/14	21:53.3	0000/2359	22:15.3
MU	URC-LHW	T	460	0	2016/7/15	2016/8/10	URC	LHW			"1,2,3,4,5,6,7"	TPRO	0	365	2016/7/28	2016/8/10	21:53.3	0000/2359	22:15.3
MU	WUH-SYX	T	500	0	2016/7/16	2016/8/10	WUH	SYX	2527-2527		"1,2,3,4,5,6,7"	TPRO	0	365	2016/7/28	2016/8/10	21:53.3	0000/2359	22:15.3
MU	WUH-SYX	T	470	0	2016/7/20	2016/8/10	WUH	SYX	2527-2527		"1,2,3,4,5,6,7"	TPRO	3	365	2016/7/28	2016/8/10	21:53.3	0000/2359	22:15.3
MU	WUH-SYX	T	500	0	2016/7/20	2016/8/10	WUH	SYX	9689-9689		"1,2,3,4,5,6,7"	TPRO	0	365	2016/7/28	2016/8/10	21:53.3	0000/2359	22:15.3
MU	YIN-URC	T	470	0	2016/7/28	2016/8/10	YIN	URC	2826-2826		"1,2,3,4,5,6,7"	T	0	365	2016/7/28	2016/8/10	21:53.3	0000/2359	22:15.3
MU	UYN-XIY	T	150	0	2016/7/1	2016/7/31	UYN	XIY	2214-2214		"1,2,3,4,7"	TPRO	0	365	2016/7/28	2016/7/31	21:53.3	0000/2359	22:15.3
MU	UYN-XIY	T	180	0	2016/7/1	2016/7/31	UYN	XIY	2276-2276		1	TPRO	0	365	2016/7/28	2016/7/31	21:53.3	0000/2359	22:15.3
MU	UYN-XIY	T	180	0	2016/7/1	2016/7/31	UYN	XIY	2214-2214		"5,6"	TPRO	0	365	2016/7/28	2016/7/31	21:53.3	0000/2359	22:15.3
MU	UYN-XIY	T	180	0	2016/7/1	2016/7/31	UYN	XIY	2155-2155		"1,2,3,4,7"	TPRO	0	365	2016/7/28	2016/7/31	21:53.3	0000/2359	22:15.3
MU	UYN-XIY	T	200	0	2016/7/1	2016/7/31	UYN	XIY	2155-2155		"5,6"	TPRO	0	365	2016/7/28	2016/7/31	21:53.3	0000/2359	22:15.3
MU	UYN-XIY	T	200	0	2016/7/1	2016/7/31	UYN	XIY	2276-2276		2	TPRO	0	365	2016/7/28	2016/7/31	21:53.3	0000/2359	22:15.3
MU	UYN-XIY	T	200	0	2016/7/1	2016/7/31	UYN	XIY	2338-2338		"1,2,3,6,7"	TPRO	0	365	2016/7/28	2016/7/31	21:53.3	0000/2359	22:15.3
MU	UYN-XIY	T	220	0	2016/7/1	2016/7/31	UYN	XIY	2212-2212		"1,2,3,4,7"	TPRO	0	365	2016/7/28	2016/7/31	21:53.3	0000/2359	22:15.3
MU	UYN-XIY	T	220	0	2016/7/1	2016/7/31	UYN	XIY	2288-2288		1	TPRO	0	365	2016/7/28	2016/7/31	21:53.3	0000/2359	22:15.3
MU	UYN-XIY	T	240	0	2016/7/1	2016/7/31	UYN	XIY	2338-2338		"4,5"	TPRO	0	365	2016/7/28	2016/7/31	21:53.3	0000/2359	22:15.3
MU	UYN-XIY	T	240	0	2016/7/1	2016/7/31	UYN	XIY	2276-2276		"3,4,6,7"	TPRO	0	365	2016/7/28	2016/7/31	21:53.3	0000/2359	22:15.3
MU	UYN-XIY	T	240	0	2016/7/1	2016/7/31	UYN	XIY	2212-2212		"5,6"	TPRO	0	365	2016/7/28	2016/7/31	21:53.3	0000/2359	22:15.3
MU	UYN-XIY	T	260	0	2016/7/1	2016/7/31	UYN	XIY	2278-2278		"1,2,6,7"	TPRO	0	365	2016/7/28	2016/7/31	21:53.3	0000/2359	22:15.3
MU	UYN-XIY	T	260	0	2016/7/1	2016/7/31	UYN	XIY	2288-2288		"2,3,6,7"	TPRO	0	365	2016/7/28	2016/7/31	21:53.3	0000/2359	22:15.3
MU	UYN-XIY	T	300	0	2016/7/1	2016/7/31	UYN	XIY	2278-2278		"3,4"	TPRO	0	365	2016/7/28	2016/7/31	21:53.3	0000/2359	22:15.3
MU	TYN-HAK	Z	580	0	2016/5/12	2020/12/31	TYN	HAK			"1,2,6"	YZ28WLDL	27	33	2016/5/12	2016/5/12	21:55.6	"2000/2359,0000/0830,"	23:42.6
MU	TYN-HAK	Z	580	0	2016/5/12	2020/12/31	TYN	HAK			"1,2,6"	YZ21WLDL	20	26	2016/5/12	2016/5/12	21:55.6	"2000/2359,0000/0830,"	23:42.6
MU	TYN-HAK	Z	580	0	2016/5/12	2020/12/31	TYN	HAK			"3,4,5,7"	YZ07WHDH	6	12	2016/5/12	2016/5/12	21:55.6	"0831/1959,"	23:42.6
MU	TYN-HAK	Z	580	0	2016/5/12	2020/12/31	TYN	HAK			"1,2,6"	YZ07WLDH	6	12	2016/5/12	2016/5/12	21:55.6	"0831/1959,"	23:42.6
MU	TYN-HAK	Z	620	0	2016/5/12	2020/12/31	TYN	HAK			"1,2,6"	YZ14WLDH	13	19	2016/5/12	2016/5/12	21:55.6	"0831/1959,"	23:42.6
MU	TYN-HAK	Z	620	0	2016/5/12	2020/12/31	TYN	HAK			"3,4,5,7"	YZ14WHDH	13	19	2016/5/12	2016/5/12	21:55.6	"0831/1959,"	23:42.6
MU	TYN-HAK	Z	640	0	2016/5/12	2020/12/31	TYN	HAK			"3,4,5,7"	YZ35WHDL	34	58	2016/5/12	2016/5/12	21:55.6	"2000/2359,0000/0830,"	23:42.6
MU	TYN-HAK	Z	640	0	2016/5/12	2020/12/31	TYN	HAK			"3,4,5,7"	YZ28WHDL	27	33	2016/5/12	2016/5/12	21:55.6	"2000/2359,0000/0830,"	23:42.6
MU	TYN-HAK	Z	640	0	2016/5/12	2020/12/31	TYN	HAK			"3,4,5,7"	YZ21WHDL	20	26	2016/5/12	2016/5/12	21:55.6	"2000/2359,0000/0830,"	23:42.6
MU	TYN-HAK	Z	690	0	2016/5/12	2020/12/31	TYN	HAK			"1,2,6"	YZ28WLDH	27	33	2016/5/12	2016/5/12	21:55.6	"0831/1959,"	23:42.6
MU	TYN-HAK	Z	690	0	2016/5/12	2020/12/31	TYN	HAK			"3,4,5,7"	YZ35WHDH	34	58	2016/5/12	2016/5/12	21:55.6	"0831/1959,"	23:42.6
MU	TYN-HAK	Z	690	0	2016/5/12	2020/12/31	TYN	HAK			"3,4,5,7"	YZ28WHDH	27	33	2016/5/12	2016/5/12	21:55.6	"0831/1959,"	23:42.6
MU	TYN-HAK	Z	690	0	2016/5/12	2020/12/31	TYN	HAK			"3,4,5,7"	YZ21WHDH	20	26	2016/5/12	2016/5/12	21:55.6	"0831/1959,"	23:42.6
MU	TYN-HAK	Z	690	0	2016/5/12	2020/12/31	TYN	HAK			"1,2,6"	YZ21WLDH	20	26	2016/5/12	2016/5/12	21:55.6	"0831/1959,"	23:42.6
MU	TYN-HAK	Z	690	0	2016/5/12	2020/12/31	TYN	HAK			"1,2,6"	YZ35WLDH	34	58	2016/5/12	2016/5/12	21:55.6	"0831/1959,"	23:42.6
MU	TYN-HAK	Z	770	0	2016/5/12	2020/12/31	TYN	HAK			"1,2,6"	YZ2MWLDL	59	88	2016/5/12	2016/5/12	21:55.6	"2000/2359,0000/0830,"	23:42.6
MU	TYN-HAK	Z	770	0	2016/5/12	2020/12/31	TYN	HAK			"1,2,6"	YZ3MWLDL	89	365	2016/5/12	2016/5/12	21:55.6	"2000/2359,0000/0830,"	23:42.6
MU	TYN-HAK	Z	840	0	2016/5/12	2020/12/31	TYN	HAK			"3,4,5,7"	YZ2MWHDL	59	88	2016/5/12	2016/5/12	21:55.6	"2000/2359,0000/0830,"	23:42.6
MU	TYN-HAK	Z	840	0	2016/5/12	2020/12/31	TYN	HAK			"3,4,5,7"	YZ3MWHDL	89	365	2016/5/12	2016/5/12	21:55.6	"2000/2359,0000/0830,"	23:42.6
MU	TYN-HAK	Z	920	0	2016/5/12	2020/12/31	TYN	HAK			"3,4,5,7"	YZ2MWHDH	59	88	2016/5/12	2016/5/12	21:55.6	"0831/1959,"	23:42.6
MU	TYN-HAK	Z	920	0	2016/5/12	2020/12/31	TYN	HAK			"3,4,5,7"	YZ3MWHDH	89	365	2016/5/12	2016/5/12	21:55.6	"0831/1959,"	23:42.6
MU	TYN-HAK	Z	920	0	2016/5/12	2020/12/31	TYN	HAK			"1,2,6"	YZ2MWLDH	59	88	2016/5/12	2016/5/12	21:55.6	"0831/1959,"	23:42.6
MU	TYN-HAK	Z	920	0	2016/5/12	2020/12/31	TYN	HAK			"1,2,6"	YZ3MWLDH	89	365	2016/5/12	2016/5/12	21:55.6	"0831/1959,"	23:42.6
MU	TYN-HET	Z	140	0	2016/5/12	2020/12/31	TYN	HET			"1,2,6"	YZ07WLDL	6	12	2016/5/12	2016/5/12	21:55.6	"2000/2359,0000/0830,"	23:42.6
MU	TYN-HET	Z	160	0	2016/5/12	2020/12/31	TYN	HET			"1,2,6"	YZ35WLDL	34	58	2016/5/12	2016/5/12	21:55.6	"2000/2359,0000/0830,"	23:42.6
MU	TYN-HET	Z	160	0	2016/5/12	2020/12/31	TYN	HET			"3,4,5,7"	YZ07WHDL	6	12	2016/5/12	2016/5/12	21:55.6	"2000/2359,0000/0830,"	23:42.6
MU	TYN-HET	Z	160	0	2016/5/12	2020/12/31	TYN	HET			"1,2,6"	YZ28WLDL	27	33	2016/5/12	2016/5/12	21:55.6	"2000/2359,0000/0830,"	23:42.6
MU	TYN-HET	Z	160	0	2016/5/12	2020/12/31	TYN	HET			"1,2,6"	YZ14WLDL	13	19	2016/5/12	2016/5/12	21:55.6	"2000/2359,0000/0830,"	23:42.6
MU	TYN-HET	Z	160	0	2016/5/12	2020/12/31	TYN	HET			"1,2,6"	YZ21WLDL	20	26	2016/5/12	2016/5/12	21:55.6	"2000/2359,0000/0830,"	23:42.6
MU	TYN-HET	Z	170	0	2016/5/12	2020/12/31	TYN	HET			"3,4,5,7"	YZ14WHDL	13	19	2016/5/12	2016/5/12	21:55.6	"2000/2359,0000/0830,"	23:42.6
MU	TYN-HET	Z	170	0	2016/5/12	2020/12/31	TYN	HET			"1,2,6"	YZ07WLDH	6	12	2016/5/12	2016/5/12	21:55.6	"0831/1959,"	23:42.6
MU	TYN-HET	Z	170	0	2016/5/12	2020/12/31	TYN	HET			"3,4,5,7"	YZ07WHDH	6	12	2016/5/12	2016/5/12	21:55.6	"0831/1959,"	23:42.6
MU	TYN-HET	Z	180	0	2016/5/12	2020/12/31	TYN	HET			"1,2,6"	YZ2MWLDL	59	88	2016/5/12	2016/5/12	21:55.6	"2000/2359,0000/0830,"	23:42.6
MU	TYN-HET	Z	180	0	2016/5/12	2020/12/31	TYN	HET			"3,4,5,7"	YZ35WHDL	34	58	2016/5/12	2016/5/12	21:55.6	"2000/2359,0000/0830,"	23:42.6
MU	TYN-HET	Z	180	0	2016/5/12	2020/12/31	TYN	HET			"3,4,5,7"	YZ28WHDL	27	33	2016/5/12	2016/5/12	21:55.6	"2000/2359,0000/0830,"	23:42.6
MU	TYN-HET	Z	180	0	2016/5/12	2020/12/31	TYN	HET			"3,4,5,7"	YZ21WHDL	20	26	2016/5/12	2016/5/12	21:55.6	"2000/2359,0000/0830,"	23:42.6
MU	TYN-HET	Z	190	0	2016/5/12	2020/12/31	TYN	HET			"1,2,6"	YZ14WLDH	13	19	2016/5/12	2016/5/12	21:55.6	"0831/1959,"	23:42.6
MU	TYN-HET	Z	190	0	2016/5/12	2020/12/31	TYN	HET			"3,4,5,7"	YZ14WHDH	13	19	2016/5/12	2016/5/12	21:55.6	"0831/1959,"	23:42.6
MU	TYN-HET	Z	190	0	2016/5/12	2020/12/31	TYN	HET			"3,4,5,7"	YZ35WHDH	34	58	2016/5/12	2016/5/12	21:55.6	"0831/1959,"	23:42.6
MU	TYN-HET	Z	190	0	2016/5/12	2020/12/31	TYN	HET			"3,4,5,7"	YZ28WHDH	27	33	2016/5/12	2016/5/12	21:55.6	"0831/1959,"	23:42.6
MU	TYN-HET	Z	190	0	2016/5/12	2020/12/31	TYN	HET			"3,4,5,7"	YZ21WHDH	20	26	2016/5/12	2016/5/12	21:55.6	"0831/1959,"	23:42.6
MU	TYN-HET	Z	190	0	2016/5/12	2020/12/31	TYN	HET			"1,2,6"	YZ21WLDH	20	26	2016/5/12	2016/5/12	21:55.6	"0831/1959,"	23:42.6
MU	TYN-HET	Z	190	0	2016/5/12	2020/12/31	TYN	HET			"1,2,6"	YZ35WLDH	34	58	2016/5/12	2016/5/12	21:55.6	"0831/1959,"	23:42.6
MU	TYN-HET	Z	190	0	2016/5/12	2020/12/31	TYN	HET			"1,2,6"	YZ28WLDH	27	33	2016/5/12	2016/5/12	21:55.6	"0831/1959,"	23:42.6
MU	TYN-HET	Z	200	0	2016/5/12	2020/12/31	TYN	HET			"3,4,5,7"	YZ2MWHDL	59	88	2016/5/12	2016/5/12	21:55.6	"2000/2359,0000/0830,"	23:42.6
MU	TYN-HET	Z	200	0	2016/5/12	2020/12/31	TYN	HET			"1,2,6"	YZ3MWLDL	89	365	2016/5/12	2016/5/12	21:55.6	"2000/2359,0000/0830,"	23:42.6
MU	TYN-HET	Z	220	0	2016/5/12	2020/12/31	TYN	HET			"3,4,5,7"	YZ2MWHDH	59	88	2016/5/12	2016/5/12	21:55.6	"0831/1959,"	23:42.6
MU	TYN-HET	Z	220	0	2016/5/12	2020/12/31	TYN	HET			"1,2,6"	YZ2MWLDH	59	88	2016/5/12	2016/5/12	21:55.6	"0831/1959,"	23:42.6
MU	TYN-HET	Z	220	0	2016/5/12	2020/12/31	TYN	HET			"3,4,5,7"	YZ3MWHDL	89	365	2016/5/12	2016/5/12	21:55.6	"2000/2359,0000/0830,"	23:42.6
MU	TYN-HET	Z	240	0	2016/5/12	2020/12/31	TYN	HET			"3,4,5,7"	YZ3MWHDH	89	365	2016/5/12	2016/5/12	21:55.6	"0831/1959,"	23:42.6
MU	TYN-HET	Z	240	0	2016/5/12	2020/12/31	TYN	HET			"1,2,6"	YZ3MWLDH	89	365	2016/5/12	2016/5/12	21:55.6	"0831/1959,"	23:42.6
MU	TYN-KMG	Z	540	0	2016/5/12	2020/12/31	TYN	KMG			"1,2,6"	YZ14WLDL	13	19	2016/5/12	2016/5/12	21:55.6	"2000/2359,0000/0830,"	23:42.6
MU	TYN-KMG	Z	540	0	2016/5/12	2020/12/31	TYN	KMG			"1,2,6"	YZ21WLDL	20	26	2016/5/12	2016/5/12	21:55.6	"2000/2359,0000/0830,"	23:42.6
MU	TYN-KMG	Z	590	0	2016/5/12	2020/12/31	TYN	KMG			"3,4,5,7"	YZ14WHDL	13	19	2016/5/12	2016/5/12	21:55.6	"2000/2359,0000/0830,"	23:42.6
MU	TYN-KMG	Z	590	0	2016/5/12	2020/12/31	TYN	KMG			"3,4,5,7"	YZ21WHDL	20	26	2016/5/12	2016/5/12	21:55.6	"2000/2359,0000/0830,"	23:42.6
MU	TYN-KMG	Z	610	0	2016/5/12	2020/12/31	TYN	KMG			"1,2,6"	YZ35WLDL	34	58	2016/5/12	2016/5/12	21:55.6	"2000/2359,0000/0830,"	23:42.6
MU	TYN-KMG	Z	610	0	2016/5/12	2020/12/31	TYN	KMG			"1,2,6"	YZ3MWLDL	89	365	2016/5/12	2016/5/12	21:55.6	"2000/2359,0000/0830,"	23:42.6
MU	TYN-KMG	Z	620	0	2016/5/12	2020/12/31	TYN	KMG			"1,2,6"	YZ28WLDL	27	33	2016/5/12	2016/5/12	21:55.6	"2000/2359,0000/0830,"	23:42.6
MU	TYN-KMG	Z	620	0	2016/5/12	2020/12/31	TYN	KMG			"1,2,6"	YZ07WLDL	6	12	2016/5/12	2016/5/12	21:55.6	"2000/2359,0000/0830,"	23:42.6
MU	TYN-KMG	Z	640	0	2016/5/12	2020/12/31	TYN	KMG			"3,4,5,7"	YZ21WHDH	20	26	2016/5/12	2016/5/12	21:55.6	"0831/1959,"	23:42.6
MU	TYN-KMG	Z	640	0	2016/5/12	2020/12/31	TYN	KMG			"1,2,6"	YZ21WLDH	20	26	2016/5/12	2016/5/12	21:55.6	"0831/1959,"	23:42.6
MU	TYN-KMG	Z	650	0	2016/5/12	2020/12/31	TYN	KMG			"1,2,6"	YZ14WLDH	13	19	2016/5/12	2016/5/12	21:55.6	"0831/1959,"	23:42.6
MU	TYN-KMG	Z	650	0	2016/5/12	2020/12/31	TYN	KMG			"3,4,5,7"	YZ14WHDH	13	19	2016/5/12	2016/5/12	21:55.6	"0831/1959,"	23:42.6
MU	TYN-KMG	Z	670	0	2016/5/12	2020/12/31	TYN	KMG			"1,2,6"	YZ2MWLDL	59	88	2016/5/12	2016/5/12	21:55.6	"2000/2359,0000/0830,"	23:42.6
MU	TYN-KMG	Z	670	0	2016/5/12	2020/12/31	TYN	KMG			"3,4,5,7"	YZ35WHDL	34	58	2016/5/12	2016/5/12	21:55.6	"2000/2359,0000/0830,"	23:42.6
MU	TYN-KMG	Z	680	0	2016/5/12	2020/12/31	TYN	KMG			"3,4,5,7"	YZ3MWHDL	89	365	2016/5/12	2016/5/12	21:55.6	"2000/2359,0000/0830,"	23:42.6
MU	TYN-KMG	Z	680	0	2016/5/12	2020/12/31	TYN	KMG			"3,4,5,7"	YZ28WHDL	27	33	2016/5/12	2016/5/12	21:55.6	"2000/2359,0000/0830,"	23:42.6
MU	TYN-KMG	Z	680	0	2016/5/12	2020/12/31	TYN	KMG			"3,4,5,7"	YZ07WHDL	6	12	2016/5/12	2016/5/12	21:55.6	"2000/2359,0000/0830,"	23:42.6
MU	TYN-KMG	Z	730	0	2016/5/12	2020/12/31	TYN	KMG			"1,2,6"	YZ35WLDH	34	58	2016/5/12	2016/5/12	21:55.6	"0831/1959,"	23:42.6
MU	TYN-KMG	Z	730	0	2016/5/12	2020/12/31	TYN	KMG			"3,4,5,7"	YZ35WHDH	34	58	2016/5/12	2016/5/12	21:55.6	"0831/1959,"	23:42.6
MU	TYN-KMG	Z	730	0	2016/5/12	2020/12/31	TYN	KMG			"3,4,5,7"	YZ2MWHDL	59	88	2016/5/12	2016/5/12	21:55.6	"2000/2359,0000/0830,"	23:42.6
MU	TYN-KMG	Z	740	0	2016/5/12	2020/12/31	TYN	KMG			"1,2,6"	YZ3MWLDH	89	365	2016/5/12	2016/5/12	21:55.6	"0831/1959,"	23:42.6
MU	TYN-KMG	Z	740	0	2016/5/12	2020/12/31	TYN	KMG			"3,4,5,7"	YZ3MWHDH	89	365	2016/5/12	2016/5/12	21:55.6	"0831/1959,"	23:42.6
MU	TYN-KMG	Z	750	0	2016/5/12	2020/12/31	TYN	KMG			"3,4,5,7"	YZ28WHDH	27	33	2016/5/12	2016/5/12	21:55.6	"0831/1959,"	23:42.6
MU	TYN-KMG	Z	750	0	2016/5/12	2020/12/31	TYN	KMG			"1,2,6"	YZ28WLDH	27	33	2016/5/12	2016/5/12	21:55.6	"0831/1959,"	23:42.6
MU	TYN-KMG	Z	750	0	2016/5/12	2020/12/31	TYN	KMG			"3,4,5,7"	YZ07WHDH	6	12	2016/5/12	2016/5/12	21:55.6	"0831/1959,"	23:42.6
MU	TYN-KMG	Z	750	0	2016/5/12	2020/12/31	TYN	KMG			"1,2,6"	YZ07WLDH	6	12	2016/5/12	2016/5/12	21:55.6	"0831/1959,"	23:42.6
MU	TYN-KMG	Z	800	0	2016/5/12	2020/12/31	TYN	KMG			"3,4,5,7"	YZ2MWHDH	59	88	2016/5/12	2016/5/12	21:55.6	"0831/1959,"	23:42.6
MU	TYN-KMG	Z	800	0	2016/5/12	2020/12/31	TYN	KMG			"1,2,6"	YZ2MWLDH	59	88	2016/5/12	2016/5/12	21:55.6	"0831/1959,"	23:42.6
MU	TYN-NKG	Z	200	0	2016/5/12	2020/12/31	TYN	NKG			"1,2,6"	YZ07WLDL	6	12	2016/5/12	2016/5/12	21:55.6	"2000/2359,0000/0830,"	23:42.6
MU	TYN-NKG	Z	220	0	2016/5/12	2020/12/31	TYN	NKG			"3,4,5,7"	YZ07WHDL	6	12	2016/5/12	2016/5/12	21:55.6	"2000/2359,0000/0830,"	23:42.6
MU	TYN-NKG	Z	230	0	2016/5/12	2020/12/31	TYN	NKG			"1,2,6"	YZ14WLDL	13	19	2016/5/12	2016/5/12	21:55.6	"2000/2359,0000/0830,"	23:42.6
MU	TYN-NKG	Z	240	0	2016/5/12	2020/12/31	TYN	NKG			"3,4,5,7"	YZ07WHDH	6	12	2016/5/12	2016/5/12	21:55.6	"0831/1959,"	23:42.6
MU	WNZ-NNG	Z	520	0	2016/5/5	2020/12/31	WNZ	NNG			"3,4,5,7"	YZ28WHDH	27	33	2016/5/5	2016/5/5	11:58.5	"0831/1959,"	13:17.5
MU	WNZ-NNG	Z	520	0	2016/5/5	2020/12/31	WNZ	NNG			"1,2,6"	YZ21WLDH	20	26	2016/5/5	2016/5/5	11:58.5	"0831/1959,"	13:17.5
MU	WNZ-NNG	Z	520	0	2016/5/5	2020/12/31	WNZ	NNG			"1,2,6"	YZ28WLDH	27	33	2016/5/5	2016/5/5	11:58.5	"0831/1959,"	13:17.5
MU	WNZ-NNG	Z	540	0	2016/5/5	2020/12/31	WNZ	NNG			"1,2,6"	YZ14WLDH	13	19	2016/5/5	2016/5/5	11:58.5	"0831/1959,"	13:17.5
MU	WNZ-NNG	Z	540	0	2016/5/5	2020/12/31	WNZ	NNG			"1,2,6"	YZ07WLDH	6	12	2016/5/5	2016/5/5	11:58.5	"0831/1959,"	13:17.5
MU	WNZ-NNG	Z	540	0	2016/5/5	2020/12/31	WNZ	NNG			"3,4,5,7"	YZ14WHDH	13	19	2016/5/5	2016/5/5	11:58.5	"0831/1959,"	13:17.5
MU	WNZ-NNG	Z	540	0	2016/5/5	2020/12/31	WNZ	NNG			"3,4,5,7"	YZ07WHDH	6	12	2016/5/5	2016/5/5	11:58.5	"0831/1959,"	13:17.5
MU	WNZ-NNG	Z	680	0	2016/5/5	2020/12/31	WNZ	NNG			"1,2,6"	YZ3MWLDL	89	365	2016/5/5	2016/5/5	11:58.5	"2000/2359,0000/0830,"	13:17.5
MU	WNZ-NNG	Z	750	0	2016/5/5	2020/12/31	WNZ	NNG			"3,4,5,7"	YZ3MWHDL	89	365	2016/5/5	2016/5/5	11:58.5	"2000/2359,0000/0830,"	13:17.5
MU	WNZ-NNG	Z	820	0	2016/5/5	2020/12/31	WNZ	NNG			"1,2,6"	YZ3MWLDH	89	365	2016/5/5	2016/5/5	11:58.5	"0831/1959,"	13:17.5
MU	WNZ-NNG	Z	820	0	2016/5/5	2020/12/31	WNZ	NNG			"3,4,5,7"	YZ3MWHDH	89	365	2016/5/5	2016/5/5	11:58.5	"0831/1959,"	13:17.5
MU	WNZ-SWA	Z	170	0	2016/5/5	2020/12/31	WNZ	SWA			"1,2,6"	YZ07WLDL	6	12	2016/5/5	2016/5/5	11:58.5	"2000/2359,0000/0830,"	13:17.5
MU	WNZ-SWA	Z	170	0	2016/5/5	2020/12/31	WNZ	SWA			"1,2,6"	YZ21WLDL	20	26	2016/5/5	2016/5/5	11:58.5	"2000/2359,0000/0830,"	13:17.5
MU	WNZ-SWA	Z	170	0	2016/5/5	2020/12/31	WNZ	SWA			"1,2,6"	YZ14WLDL	13	19	2016/5/5	2016/5/5	11:58.5	"2000/2359,0000/0830,"	13:17.5
MU	WNZ-SWA	Z	170	0	2016/5/5	2020/12/31	WNZ	SWA			"1,2,6"	YZ28WLDL	27	33	2016/5/5	2016/5/5	11:58.5	"2000/2359,0000/0830,"	13:17.5
MU	WNZ-SWA	Z	170	0	2016/5/5	2020/12/31	WNZ	SWA			"1,2,6"	YZ35WLDL	34	58	2016/5/5	2016/5/5	11:58.5	"2000/2359,0000/0830,"	13:17.5
MU	WNZ-SWA	Z	180	0	2016/5/5	2020/12/31	WNZ	SWA			"3,4,5,7"	YZ21WHDL	20	26	2016/5/5	2016/5/5	11:58.5	"2000/2359,0000/0830,"	13:17.5
MU	WNZ-SWA	Z	180	0	2016/5/5	2020/12/31	WNZ	SWA			"3,4,5,7"	YZ28WHDL	27	33	2016/5/5	2016/5/5	11:58.5	"2000/2359,0000/0830,"	13:17.5
MU	WNZ-SWA	Z	180	0	2016/5/5	2020/12/31	WNZ	SWA			"3,4,5,7"	YZ14WHDL	13	19	2016/5/5	2016/5/5	11:58.5	"2000/2359,0000/0830,"	13:17.5
MU	WNZ-SWA	Z	180	0	2016/5/5	2020/12/31	WNZ	SWA			"3,4,5,7"	YZ07WHDL	6	12	2016/5/5	2016/5/5	11:58.5	"2000/2359,0000/0830,"	13:17.5
MU	WNZ-SWA	Z	180	0	2016/5/5	2020/12/31	WNZ	SWA			"3,4,5,7"	YZ35WHDL	34	58	2016/5/5	2016/5/5	11:58.5	"2000/2359,0000/0830,"	13:17.5
MU	WNZ-SWA	Z	200	0	2016/5/5	2020/12/31	WNZ	SWA			"1,2,6"	YZ21WLDH	20	26	2016/5/5	2016/5/5	11:58.5	"0831/1959,"	13:17.5
MU	WNZ-SWA	Z	200	0	2016/5/5	2020/12/31	WNZ	SWA			"1,2,6"	YZ35WLDH	34	58	2016/5/5	2016/5/5	11:58.5	"0831/1959,"	13:17.5
MU	WNZ-SWA	Z	200	0	2016/5/5	2020/12/31	WNZ	SWA			"1,2,6"	YZ28WLDH	27	33	2016/5/5	2016/5/5	11:58.5	"0831/1959,"	13:17.5
MU	WNZ-SWA	Z	200	0	2016/5/5	2020/12/31	WNZ	SWA			"1,2,6"	YZ14WLDH	13	19	2016/5/5	2016/5/5	11:58.5	"0831/1959,"	13:17.5
MU	WNZ-SWA	Z	200	0	2016/5/5	2020/12/31	WNZ	SWA			"1,2,6"	YZ07WLDH	6	12	2016/5/5	2016/5/5	11:58.5	"0831/1959,"	13:17.5
MU	WNZ-SWA	Z	200	0	2016/5/5	2020/12/31	WNZ	SWA			"3,4,5,7"	YZ07WHDH	6	12	2016/5/5	2016/5/5	11:58.5	"0831/1959,"	13:17.5
MU	WNZ-SWA	Z	200	0	2016/5/5	2020/12/31	WNZ	SWA			"3,4,5,7"	YZ14WHDH	13	19	2016/5/5	2016/5/5	11:58.5	"0831/1959,"	13:17.5
MU	WNZ-SWA	Z	200	0	2016/5/5	2020/12/31	WNZ	SWA			"3,4,5,7"	YZ35WHDH	34	58	2016/5/5	2016/5/5	11:58.5	"0831/1959,"	13:17.5
MU	WNZ-SWA	Z	200	0	2016/5/5	2020/12/31	WNZ	SWA			"3,4,5,7"	YZ28WHDH	27	33	2016/5/5	2016/5/5	11:58.5	"0831/1959,"	13:17.5
MU	WNZ-SWA	Z	200	0	2016/5/5	2020/12/31	WNZ	SWA			"3,4,5,7"	YZ21WHDH	20	26	2016/5/5	2016/5/5	11:58.5	"0831/1959,"	13:17.5
